msoa,source,specimenDate,observationDate,fetchDate,rollingSum
E02000001,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,5
E02000001,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
E02000001,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,3
E02000001,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000002,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,4
E02000002,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000002,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,3
E02000002,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,6
E02000003,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02000003,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02000003,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,7
E02000003,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02000004,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000004,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02000004,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02000004,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02000005,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,3
E02000005,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000005,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,4
E02000005,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,6
E02000007,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,5
E02000007,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000007,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,4
E02000007,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,4
E02000008,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,8
E02000008,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02000008,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,13
E02000008,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,14
E02000009,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,5
E02000009,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000009,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,7
E02000009,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000010,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,4
E02000010,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000010,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,4
E02000010,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000011,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,4
E02000011,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,3
E02000011,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,4
E02000011,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,7
E02000012,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000012,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02000012,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,6
E02000012,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000013,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000013,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000013,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,7
E02000013,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02000014,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,4
E02000014,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000014,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000014,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000015,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000015,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000015,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000015,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,6
E02000016,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02000016,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,15
E02000016,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,14
E02000016,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,15
E02000017,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02000017,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,13
E02000017,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,17
E02000017,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,18
E02000018,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000018,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000018,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02000018,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02000019,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02000019,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02000019,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000019,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,4
E02000020,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000020,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02000020,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02000020,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,15
E02000021,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000021,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000021,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,7
E02000021,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,7
E02000022,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,3
E02000022,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,3
E02000022,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,4
E02000022,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000023,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,8
E02000023,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000023,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000023,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,4
E02000024,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,11
E02000024,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02000024,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,12
E02000024,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02000025,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,3
E02000025,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
E02000025,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,
E02000025,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,
E02000026,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02000026,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,10
E02000026,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02000026,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,11
E02000027,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000027,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000027,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,6
E02000027,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,7
E02000028,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,4
E02000028,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000028,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000028,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000029,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02000029,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02000029,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000029,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000030,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02000030,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02000030,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,12
E02000030,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02000031,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02000031,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000031,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000031,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,10
E02000032,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,13
E02000032,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,17
E02000032,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,20
E02000032,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,21
E02000033,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000033,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000033,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000033,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02000034,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,11
E02000034,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02000034,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,12
E02000034,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,10
E02000035,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000035,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000035,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000035,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02000036,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02000036,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,14
E02000036,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,12
E02000036,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,11
E02000037,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,19
E02000037,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,16
E02000037,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,17
E02000037,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,17
E02000038,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,17
E02000038,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,15
E02000038,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,13
E02000038,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,13
E02000039,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,12
E02000039,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02000039,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,15
E02000039,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,16
E02000040,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000040,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000040,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,6
E02000040,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,6
E02000041,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02000041,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,13
E02000041,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,12
E02000041,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,11
E02000042,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02000042,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,11
E02000042,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,14
E02000042,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,15
E02000043,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02000043,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02000043,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02000043,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,11
E02000044,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,8
E02000044,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02000044,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000044,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,6
E02000045,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,5
E02000045,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000045,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02000045,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,13
E02000046,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000046,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
E02000046,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,3
E02000046,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000047,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02000047,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02000047,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02000047,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02000048,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,19
E02000048,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02000048,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,13
E02000048,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,15
E02000049,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,8
E02000049,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02000049,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02000049,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02000050,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000050,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000050,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,7
E02000050,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,6
E02000051,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,12
E02000051,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,11
E02000051,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02000051,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02000052,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,5
E02000052,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000052,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000052,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000053,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,11
E02000053,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,11
E02000053,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,13
E02000053,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02000054,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02000054,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02000054,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,18
E02000054,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,19
E02000055,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000055,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000055,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,9
E02000055,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02000056,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02000056,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,14
E02000056,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,12
E02000056,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02000057,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000057,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02000057,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,9
E02000057,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,11
E02000058,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02000058,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000058,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000058,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000059,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000059,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000059,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,6
E02000059,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,7
E02000060,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,13
E02000060,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,15
E02000060,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,15
E02000060,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,14
E02000061,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000061,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000061,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000061,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000062,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,3
E02000062,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000062,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000062,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000063,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000063,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000063,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,3
E02000063,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,3
E02000064,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000064,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
E02000064,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,3
E02000064,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000065,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000065,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000065,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000065,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,7
E02000066,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000066,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000066,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000066,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000067,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,3
E02000067,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
E02000067,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,
E02000067,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,
E02000068,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,8
E02000068,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000068,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,7
E02000068,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000069,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000069,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
E02000069,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,3
E02000069,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,3
E02000070,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,8
E02000070,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000070,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000070,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,4
E02000071,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,3
E02000071,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000071,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,4
E02000071,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000072,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000072,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
E02000072,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000072,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,6
E02000073,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000073,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000073,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000073,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02000074,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000074,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,3
E02000074,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,4
E02000074,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,6
E02000075,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000075,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000075,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000075,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000077,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000077,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
E02000077,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,3
E02000077,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,4
E02000078,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000078,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,5
E02000078,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000078,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02000079,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,4
E02000079,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000079,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,3
E02000079,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,4
E02000080,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,4
E02000080,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000080,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000080,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,4
E02000081,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000081,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02000081,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000081,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,7
E02000082,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02000082,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000082,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000082,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000083,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,3
E02000083,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000083,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000083,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,10
E02000084,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,4
E02000084,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,4
E02000084,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,6
E02000084,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02000085,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,8
E02000085,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02000085,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,6
E02000085,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,7
E02000086,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,5
E02000086,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000086,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,6
E02000086,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,4
E02000087,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02000087,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02000087,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000087,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,6
E02000088,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000088,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,3
E02000088,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,
E02000088,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,4
E02000089,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000089,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
E02000089,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,3
E02000089,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,
E02000090,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000090,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000090,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,5
E02000090,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,7
E02000091,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02000091,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02000091,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02000091,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02000092,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,
E02000092,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,
