msoa,source,specimenDate,observationDate,fetchDate,rollingSum
E02001515,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,10
E02001516,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02001516,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,15
E02001516,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,18
E02001516,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,21
E02001517,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,25
E02001517,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,25
E02001517,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,30
E02001517,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,26
E02001518,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,23
E02001518,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,21
E02001518,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,22
E02001518,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,23
E02001519,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,21
E02001519,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,20
E02001519,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,23
E02001519,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,24
E02001520,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,24
E02001520,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,26
E02001520,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,31
E02001520,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,36
E02001521,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,27
E02001521,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,26
E02001521,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,28
E02001521,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,31
E02001522,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02001522,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,15
E02001522,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,19
E02001522,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,26
E02001523,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,18
E02001523,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,17
E02001523,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,20
E02001523,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,26
E02001524,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02001524,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02001524,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,9
E02001524,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,10
E02001525,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,21
E02001525,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,26
E02001525,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,28
E02001525,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,28
E02001526,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,16
E02001526,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,17
E02001526,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,16
E02001526,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,21
E02001527,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,13
E02001527,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,17
E02001527,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,20
E02001527,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,29
E02001528,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,16
E02001528,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,18
E02001528,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,22
E02001528,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,24
E02001529,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02001529,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,18
E02001529,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,19
E02001529,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,22
E02001530,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,22
E02001530,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,22
E02001530,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,19
E02001530,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,19
E02001531,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,12
E02001531,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,13
E02001531,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,16
E02001531,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,18
E02001532,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,26
E02001532,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,21
E02001532,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,21
E02001532,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,20
E02001533,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,11
E02001533,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,11
E02001533,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02001533,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,14
E02001534,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,20
E02001534,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,23
E02001534,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,18
E02001534,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,21
E02001535,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,8
E02001535,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02001535,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02001535,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,13
E02001536,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,37
E02001536,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,32
E02001536,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,38
E02001536,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,40
E02001537,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,20
E02001537,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,21
E02001537,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,21
E02001537,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,22
E02001538,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,15
E02001538,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,18
E02001538,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,23
E02001538,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,27
E02001539,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02001539,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02001539,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,7
E02001539,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02001540,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,33
E02001540,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,29
E02001540,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,23
E02001540,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,25
E02001541,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02001541,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02001541,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02001541,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,11
E02001542,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02001542,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,10
E02001542,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,14
E02001542,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,13
E02001543,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,12
E02001543,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02001543,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,18
E02001543,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,27
E02001544,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,11
E02001544,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,10
E02001544,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,12
E02001544,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,14
E02001545,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,11
E02001545,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02001545,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,15
E02001545,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,14
E02001546,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02001546,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,11
E02001546,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02001546,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,14
E02001547,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02001547,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,13
E02001547,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02001547,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,18
E02001548,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,19
E02001548,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,21
E02001548,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,20
E02001548,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,27
E02001549,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,15
E02001549,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,15
E02001549,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,21
E02001549,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,21
E02001550,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,22
E02001550,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,18
E02001550,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,17
E02001550,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,17
E02001551,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,12
E02001551,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02001551,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,15
E02001551,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,16
E02001552,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,11
E02001552,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02001552,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,9
E02001552,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02001553,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,21
E02001553,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,22
E02001553,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,20
E02001553,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,18
E02001554,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,12
E02001554,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02001554,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,14
E02001554,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,16
E02001555,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02001555,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02001555,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02001555,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,13
E02001556,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,19
E02001556,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,14
E02001556,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,16
E02001556,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,19
E02001557,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,21
E02001557,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,23
E02001557,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,25
E02001557,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,29
E02001558,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02001558,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02001558,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02001558,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,13
E02001559,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,16
E02001559,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,16
E02001559,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,22
E02001559,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,27
E02001560,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,13
E02001560,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02001560,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,14
E02001560,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,14
E02001561,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02001561,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,10
E02001561,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02001561,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02001562,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02001562,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02001562,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,6
E02001562,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,5
E02001563,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,29
E02001563,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,26
E02001563,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,26
E02001563,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,24
E02001564,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,13
E02001564,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,14
E02001564,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,20
E02001564,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,23
E02001565,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,33
E02001565,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,30
E02001565,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,29
E02001565,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,29
E02001566,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02001566,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,11
E02001566,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02001566,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,15
E02001567,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02001567,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,16
E02001567,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,19
E02001567,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,20
E02001568,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,6
E02001568,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02001568,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02001568,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,9
E02001569,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02001569,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,10
E02001569,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02001569,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02001570,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02001570,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02001570,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,7
E02001570,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02001571,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,15
E02001571,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,15
E02001571,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,15
E02001571,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,15
E02001572,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,10
E02001572,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02001572,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,11
E02001572,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,13
E02001573,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,8
E02001573,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02001573,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02001573,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,11
E02001574,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,9
E02001574,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,9
E02001574,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,13
E02001574,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,16
E02001575,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,5
E02001575,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02001575,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,7
E02001575,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,10
E02001576,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,18
E02001576,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,16
E02001576,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,14
E02001576,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,15
E02001577,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,19
E02001577,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,17
E02001577,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,19
E02001577,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,17
E02001578,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,17
E02001578,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,21
E02001578,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,24
E02001578,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,34
E02001579,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,27
E02001579,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,27
E02001579,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,30
E02001579,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,34
E02001580,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,25
E02001580,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,25
E02001580,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,26
E02001580,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,27
E02001581,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,5
E02001581,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,6
E02001581,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,6
E02001581,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02001582,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,19
E02001582,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,16
E02001582,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,16
E02001582,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,20
E02001583,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,11
E02001583,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,13
E02001583,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,12
E02001583,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,12
E02001584,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,23
E02001584,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,23
E02001584,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,22
E02001584,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,21
E02001585,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,15
E02001585,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,14
E02001585,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,19
E02001585,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,20
E02001586,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02001586,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02001586,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,8
E02001586,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,8
E02001587,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02001587,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,8
E02001587,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,9
E02001587,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,10
E02001588,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,16
E02001588,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,16
E02001588,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,14
E02001588,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,14
E02001589,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,25
E02001589,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,20
E02001589,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,19
E02001589,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,25
E02001590,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,15
E02001590,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,16
E02001590,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,18
E02001590,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,15
E02001591,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,21
E02001591,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,19
E02001591,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,18
E02001591,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,21
E02001592,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,20
E02001592,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,26
E02001592,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,29
E02001592,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,32
E02001593,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,60
E02001593,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,48
E02001593,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,41
E02001593,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,41
E02001594,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,23
E02001594,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,23
E02001594,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,28
E02001594,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,30
E02001595,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,16
E02001595,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,12
E02001595,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,16
E02001595,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,16
E02001596,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,12
E02001596,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,13
E02001596,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,13
E02001596,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,18
E02001597,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,14
E02001597,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,15
E02001597,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,16
E02001597,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,21
E02001598,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,31
E02001598,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,37
E02001598,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,36
E02001598,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,35
E02001599,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,22
E02001599,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,22
E02001599,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,21
E02001599,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,23
E02001600,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,38
E02001600,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,39
E02001600,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,39
E02001600,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,37
E02001601,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,15
E02001601,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,15
E02001601,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,19
E02001601,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,22
E02001602,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,18
E02001602,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,17
E02001602,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,20
E02001602,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,21
E02001603,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,7
E02001603,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,7
E02001603,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,10
E02001603,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,11
E02001604,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,26
E02001604,arcgis,2020-10-09,2020-10-13,2020-10-13T18:24:45,27
E02001604,arcgis,2020-10-10,2020-10-14,2020-10-14T16:29:58,29
E02001604,arcgis,2020-10-11,2020-10-15,2020-10-15T16:16:15,37
E02001605,arcgis,2020-10-08,2020-10-12,2020-10-13T13:34:57,12
